,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
11252,KErP2S7,2.6388000000000003,12.45682600,9.01621200,9.70883023,89.82705304,90.00000000,90.00000000
11253,LiV(IO4)2,2.6322,5.31626900,10.09191700,13.81231655,61.96652486,90.00000000,90.00000000
11254,NaLiTi3O7,2.6233,10.06311714,10.06311714,11.54493000,90.00000000,90.00000000,111.43828377
11255,MoP(Cl3O)2,2.6455,13.85753100,6.72719300,12.83458164,77.73955992,90.00000000,90.00000000
11256,LuSF,2.6456999999999997,8.55924201,8.55924201,8.55924195,26.81409896,26.81409896,26.81410162
11257,K2Cr3(ClF3)2,2.6337,11.45185700,6.65914900,7.60233014,57.26136663,90.00000000,90.00000000
11258,Ba2Co2ClF7,2.6330999999999998,5.87827800,7.82753100,9.03869585,73.22335612,90.00000000,90.00000000
11259,BaSb2Xe5F22,2.6605,10.02185543,9.46773732,9.37958048,64.24406935,58.30481566,57.45111499
11260,ClF3,2.6336,4.69880500,6.27202900,9.20902700,90.00000000,90.00000000,90.00000000
11261,CIClF4,2.63,5.23568745,5.23568745,20.69882300,90.00000000,90.00000000,91.16125995
11262,TiAs2O7,2.6248,5.36042498,5.36042498,9.58269959,80.87933585,80.87933585,98.23351067
11263,H14C5(SN)2,2.6468,7.82589200,10.11904100,12.45119453,74.34150875,90.00000000,90.00000000
11264,Na(CO)2,2.6287000000000003,6.90581600,3.56214100,10.47102414,87.85570877,90.00000000,90.00000000
11265,Ni3TeMo2O11,2.6616999999999997,6.56195881,6.56195881,10.29998148,80.21775383,80.21775383,84.97074872
11266,KMo2Cl7O2,2.6612999999999998,8.26127597,8.26127597,10.68755167,77.10769197,77.10769197,92.79073600
11267,CsMo4(PO4)7,2.6279000000000003,9.66643900,10.97551261,12.75508206,94.28753861,102.54585346,104.10624575
11268,Ca3TiBe2Si2(As3O10)2,2.6225,8.43236808,8.43236808,15.49999000,90.00000000,90.00000000,120.00000067
11269,Sb8Br2O11,2.6389,10.79588900,11.58663013,14.27497877,78.71824564,76.70457845,72.85117706
11270,Li2Ti6PbO14,2.6323999999999996,10.11515062,10.11515062,11.58463100,90.00000000,90.00000000,112.49334530
11271,H3CSN(ClO)2,2.6254,6.40655800,9.70130700,10.01845600,90.00000000,90.00000000,90.00000000
11272,VCdBiO5,2.6610000000000005,5.58617400,11.88408000,14.49933800,90.00000000,90.00000000,90.00000000
11273,In2Te2MoO10,2.6497999999999995,5.47548300,12.16824600,17.04190420,50.21640467,90.00000000,90.00000000
11274,OsXe(O2F3)2,2.6262,5.35515800,8.06929282,9.63364665,80.77107897,81.61048038,87.93331482
11275,FeH4C3O5,2.6387,6.28927700,9.68011900,9.81336103,77.15003307,90.00000000,90.00000000
11276,NaLi2Mo2P3O14,2.6605,8.99275895,8.99275895,18.06727063,74.02590250,74.02590250,54.60710001
11277,Ti2Bi2O7,2.6238,7.36317079,7.36317079,7.36317079,60.00000000,60.00000000,60.00000000
11278,TiPCl7O,2.6595,13.03422100,13.16202200,14.09186600,90.00000000,90.00000000,90.00000000
11279,Nd2As6Xe5F46,2.6465,18.02208802,18.02208802,10.36895077,76.54849460,76.54849460,19.11591392
11280,PS2N(Cl3O2)2,2.6486,10.71301600,10.91503700,11.11004700,90.00000000,90.00000000,90.00000000
11281,MnSiO3,2.6466,6.80165900,7.73032576,12.02802148,105.76209619,92.44259888,94.59551022
11282,TiSCl6O,2.659,10.63901500,7.91557800,12.97123751,75.57369668,90.00000000,90.00000000
11283,Na2Ca(AsO3)4,2.6217,10.13124800,10.13124800,5.23961100,90.00000000,90.00000000,90.00000000
11284,Ti6In2Si2P12O49,2.6336999999999997,15.86898625,15.86898625,15.86898589,31.39559933,31.39559933,31.39559880
11285,RbTi2(PO4)3,2.629,9.30089372,9.30089372,9.30089344,53.82518041,53.82518041,53.82518477
11286,SbS(BrF2)3,2.6483,8.49333400,9.57460000,12.77931200,90.00000000,90.00000000,90.00000000
11287,Na3SbP2O9,2.6241,7.08076000,9.41568800,12.57350800,90.00000000,90.00000000,90.00000000
11288,K4Nb6O17,2.6564,6.60406800,7.93895200,33.70333600,90.00000000,90.00000000,90.00000000
11289,V2NiH24(N4O5)2,2.6408,6.08913900,7.58932383,9.40622173,105.20758696,94.84199954,97.11527963
11290,XeF3,2.6429,7.46613500,6.57835500,6.85590421,87.31578162,90.00000000,90.00000000
11291,SnH4C2NO4F,2.6395,9.84124300,7.80460100,8.65014197,69.96792338,90.00000000,90.00000000
11292,CoSnF6,2.6571,5.59181110,5.59181110,5.59181164,56.96461330,56.96461330,56.96461351
11293,TiSCl6O,2.6486,22.02297900,6.89123800,7.58932057,65.54637701,90.00000000,90.00000000
11294,Na2FeNiF7,2.6266,7.40564777,7.40564777,7.40564777,120.92559149,118.56861352,90.45061935
11295,ZnCoTeBr2O3,2.6265,7.80623900,10.79540300,16.43975300,90.00000000,90.00000000,90.00000000
11296,Li2Co3(SeO3)4,2.6372999999999998,9.34648600,7.86681900,8.28138412,64.54013486,90.00000000,90.00000000
11297,CoSeO3,2.6311,9.45397289,9.45563253,15.21171729,72.62075671,72.61310859,64.47336131
11298,SrZnO2,2.6565000000000003,3.37481100,5.91786400,11.45747400,90.00000000,90.00000000,90.00000000
11299,Cd2Ru(CN)6,2.6455,6.44946925,6.44946925,6.63529200,90.00000000,90.00000000,119.99999235
11300,Mg2B24C,2.6298000000000004,8.96590600,8.96590600,5.08913900,90.00000000,90.00000000,90.00000000
11301,KHgC2IN2,2.647,8.50518169,8.50518169,9.87948100,90.00000000,90.00000000,149.35555404
11302,K2TeCl6,2.6471999999999998,7.32021689,7.32021689,7.32021689,60.00000000,60.00000000,60.00000000
11303,KTaN2,2.6563999999999997,5.99214400,12.02712500,16.69091000,90.00000000,90.00000000,90.00000000
11304,Tl3PO4,2.6407999999999996,8.86042959,8.86042959,5.21791400,90.00000000,90.00000000,119.99999697
11305,TlCl,2.659,6.58535308,6.58535308,4.81795000,90.00000000,90.00000000,141.27155971
11306,BaCr2O7,2.6252,11.84356326,11.84356326,9.62699231,87.48888562,87.48888562,91.18977579
11307,CsGa3S5,2.6350000000000002,12.95881000,7.06610500,10.95900432,88.70194323,90.00000000,90.00000000
11308,Tl10Hg3Cl16,2.6482,13.66393357,13.66393357,13.66393357,143.10287554,143.10287554,53.17094460
11309,LiCrPO4,2.6220999999999997,5.20418581,9.71061000,7.06597916,90.00290563,88.19486078,90.00058702
11310,CoH14C3NCl3O2,2.6365,7.28117100,8.24599200,16.87670800,90.00000000,90.00000000,90.00000000
11311,H6C2NO,2.6405,5.55398900,7.33280300,8.47014100,90.00000000,90.00000000,90.00000000
11312,Co(CO)4,2.6534,15.35048900,6.48400300,11.08712833,89.45949444,90.00000000,90.00000000
11313,Co2PClO4,2.6318,8.22751131,8.22751131,9.31746473,55.59606967,55.59606967,67.93351953
11314,NaMoAsO6,2.6358,6.65703300,10.29085000,15.04959600,90.00000000,90.00000000,90.00000000
11315,K2Sn(GeO3)3,2.6279,12.15675331,12.15675331,10.74622300,90.00000000,90.00000000,119.99999627
11316,Re2H4O9,2.6364,9.12637300,4.96967700,8.78397328,76.63773045,90.00000000,90.00000000
11317,H2W2O7,2.6394,7.37322518,7.37132138,7.37057374,60.02044406,59.99480887,59.98474708
11318,Zn(HO)2,2.6226000000000003,5.43770400,5.95784000,6.33826800,90.00000000,90.00000000,90.00000000
11319,Ba(H2O3)2,2.6334,5.29410918,5.29410918,8.54712343,84.21227132,84.21227132,73.84371346
11320,Er4Si2S3O7,2.6296,10.67867378,10.67867378,10.67867378,113.78751902,113.78751902,101.14590124
11321,LiB13C2,2.6486,7.31724719,7.31724719,7.31724719,134.34749122,113.32474882,84.55153182
11322,Na2ZnGeO4,2.6363999999999996,5.68000300,5.42778400,9.02700105,52.91393423,90.00000000,90.00000000
11323,K2CoP2WO10,2.6619,9.34917000,9.34917000,10.85535800,90.00000000,90.00000000,90.00000000
11324,VAgTeO5,2.6445999999999996,11.54341700,5.94779300,6.90056348,77.30619350,90.00000000,90.00000000
11325,Ba3MgNb2O9,2.6513999999999998,5.86239835,5.86239835,7.19450200,90.00000000,90.00000000,120.00000396
11326,InCo3(CO)12,2.659,6.87290900,16.71896100,19.60039491,62.15711862,90.00000000,90.00000000
11327,Fe4Si(CO)16,2.6229000000000005,11.99134500,9.67462900,20.92195931,81.68903643,90.00000000,90.00000000
11328,NaLiGe4O9,2.6592000000000002,4.74219200,9.47570600,16.18773600,90.00000000,90.00000000,90.00000000
11329,ReN(OF2)3,2.6214,10.21027700,10.60908600,12.25945790,64.41524570,90.00000000,90.00000000
11330,TiTlPO5,2.6472999999999995,6.57356500,10.69808400,13.11606900,90.00000000,90.00000000,90.00000000
11331,Sr3ZnPtO6,2.6496,6.77185082,6.77185082,6.77185079,91.47306086,91.47306086,91.47306337
11332,Os(CO)4,2.6511,9.58199500,9.65032809,14.26531405,87.46267328,101.31648916,110.20490985
11333,SrLaTaMnO6,2.6348000000000003,8.18588466,8.18593911,9.92389140,66.40661626,66.40693917,91.54762392
11334,KNaZr2Be(PO4)4,2.6583999999999994,7.43695900,7.83992822,7.92842904,107.63991163,114.93906494,104.28924908
11335,Li4Ti5O12,2.66,5.96262877,5.96262877,13.33898705,77.24143616,77.24143616,89.83760677
11336,Ta2Mn4O9,2.6399,5.70486330,5.70486330,13.41835310,87.70504980,87.70504980,56.48269347
11337,Bi14MoO24,2.6378999999999997,8.93279900,8.93915808,10.62085240,114.54749635,114.36454444,90.51355745
11338,Ca3Hf2Fe2SiO12,2.656,10.99890311,10.99890311,10.99890311,109.03564341,109.03564341,110.34593202
11339,FePO4,2.6538,10.08535700,5.22355500,8.74240289,53.89679552,90.00000000,90.00000000
11340,CoP2H18(NF2)6,2.6244,8.30361200,8.30806224,8.39367385,118.78244890,118.81053817,91.14752852
11341,Na2Cr2O7,2.6319999999999997,7.04896300,7.11592053,7.34070506,113.99301127,89.38114371,94.92434913
11342,Li2Cr2H4O9,2.6245000000000003,5.46645850,5.46645850,12.97302450,85.57715643,85.57715643,91.71497828
11343,K2ZnCr4(HO4)4,2.6207000000000003,6.89690600,7.84235674,8.00459985,89.32577765,98.31622806,115.88429003
11344,ZnH8(CO2)4,2.6579,8.10423046,8.10423046,6.82767854,84.79841089,84.79841089,111.90067612
11345,Li2HN,2.632,7.12447201,7.12447201,7.12447201,120.22684461,119.94977385,89.84727980
11346,Na4VS3O13,2.6612,16.18412700,8.74741000,15.67976000,89.99935322,90.00000000,90.00000000
11347,VBi(PbO3)2,2.6291,5.83773700,7.88814200,30.49561572,79.98423943,90.00000000,90.00000000
11348,Sn3H4(NO5)2,2.6561000000000003,9.18311300,7.93188700,16.33706038,61.61726771,90.00000000,90.00000000
11349,NaCa8SmTi10(SiO5)10,2.6613,5.50110900,7.51922486,24.29356077,81.89364673,87.52270816,72.46126602
11350,NaFeP3H7O13,2.6593,8.91854700,12.71062600,19.10278200,90.00000000,90.00000000,90.00000000
11351,NaAs3H2O9,2.6467,7.33859900,7.71689548,8.03865928,110.52739308,107.50462263,106.20215557
11352,H12OsC4N(OF)3,2.6432,10.79201149,10.79201149,11.60960625,57.52168291,57.52168291,78.83764200
11353,MoH2Cl2O3,2.6406,3.92988300,7.88999100,9.26396800,90.00000000,90.00000000,90.00000000
11354,Li2Cr2H4O9,2.6466,7.84509147,7.84509147,8.95558674,87.55490383,87.55490383,59.32488798
11355,DyFeH8C6(N3O2)2,2.6547,7.41468095,7.41468095,13.60830900,90.00000000,90.00000000,119.79791193
11356,SmInO3,2.6396999999999995,5.62297300,5.95257100,8.23891700,90.00000000,90.00000000,90.00000000
11357,LiV(OF)2,2.654,5.01640300,7.47056500,7.55247839,77.38747739,90.00000000,90.00000000
11358,LiFeSiO4,2.6353,4.53948100,8.59994200,4.53948200,90.00000666,90.00000000,90.00000666
11359,SmAgO2,2.6369,6.60825636,6.60825636,6.60825592,32.14723751,32.14723751,32.14724181
11360,Li2NiP2O7,2.6462,7.75138538,7.75138538,7.90129899,64.31874646,64.31874646,42.16086359
11361,Sb3O4F,2.6374999999999997,5.36741500,5.67027000,9.46993605,87.58511989,90.00000000,90.00000000
11362,Li2Mn7F16,2.6378,9.58738994,9.58738994,9.58738989,39.74286265,39.74286265,39.74286165
11363,V2P2O7,2.637600000000001,5.44838220,5.44838281,9.16677709,83.14107822,96.85892036,75.19369273
11364,LiVSiO4,2.6332999999999998,5.09166100,6.82141900,10.41243400,90.00000000,90.00000000,90.00000000
11365,Li5InO4,2.6407000000000003,4.81504300,6.63432000,6.95739200,90.00000000,90.00000000,90.00000000
11366,LiVP2HO7,2.6285,6.53616301,6.60991859,12.56203553,98.37011072,87.61820583,96.45355918
11367,Li6Mn(OF2)2,2.6483000000000003,5.57201900,6.99797873,8.40452462,89.97006572,90.41211338,108.37830692
11368,Li2MnSi3O8,2.6573,6.41185960,6.30281682,10.26784950,109.08029284,97.72674079,103.07333553
11369,TiPHO5,2.6525000000000003,5.25680341,7.47984687,5.20516382,109.59663090,97.66188941,106.17687703
11370,Li4Fe3OF11,2.6270000000000002,5.87147500,5.96300366,6.16867935,99.93135168,100.01992997,98.26804919
11371,LiVOF3,2.6582,5.54710100,5.54710100,9.75686200,90.00000000,90.00000000,90.00000000
11372,NdInO3,2.6479999999999997,5.68167600,6.00380800,8.24042100,90.00000000,90.00000000,90.00000000
11373,ZrPbO3,2.636799999999999,5.88932500,5.92742000,8.35430900,90.00000000,90.00000000,90.00000000
11374,Mg2SnO4,2.6408999999999994,3.09698000,5.23957800,9.61886200,90.00000000,90.00000000,90.00000000
11375,MnAl2O4,2.6605999999999996,5.87327673,5.87327600,5.87330179,60.00014526,119.99985119,90.00000000
11376,CaPbI4,2.6263,7.85183900,9.74522400,15.52750109,86.97184588,90.00000000,90.00000000
11377,LiFeBO3,2.6364,3.12563702,8.35246410,14.45422397,89.94134414,89.98881058,90.00396418
11378,BaLaI5,2.6608,8.80269684,8.80269684,12.19365587,69.74593064,69.74593064,70.85779789
11379,Li4Bi2O5,2.6452,5.54080800,7.69105706,7.98065988,89.28777913,109.51827218,108.14430197
11380,Li3CrClO4,2.6207000000000003,6.81284100,6.81284100,4.86266200,90.00000000,90.00000000,90.00000000
11381,LiCoBO3,2.6238,5.04446932,6.44486277,8.86372595,77.95303388,91.54454336,114.07407616
11382,Li6VFeP2(CO7)2,2.6217,5.01706206,10.75598184,10.75727593,105.09165459,84.77634004,95.23587546
11383,NdAl11O18,2.6441,5.60902526,11.67333376,5.77178828,106.13453345,59.38510075,104.49298995
11384,LiSnPO4,2.6212000000000004,12.55718500,6.28232000,9.79096153,80.56530587,90.00000000,90.00000000
11385,Li2FeSiO4,2.6489999999999996,5.26358200,6.91652900,10.26347860,89.31215357,90.00000000,90.00000000
11386,ZrTi2O6,2.6509,4.74412400,5.67317420,15.18740747,89.95774041,89.10532539,89.93917117
11387,Dy5Bi11O24,2.6542999999999997,9.55553900,9.55717523,15.63476123,90.02208636,90.01262835,109.48224653
11388,Tb(BiO2)3,2.6502,9.60853627,9.60853627,9.60853627,109.47122063,109.47122063,109.47122063
11389,LiCoPO4,2.6369000000000002,9.62934500,4.78507600,6.99269061,87.21272618,90.00000000,90.00000000
11390,LiSnPO4,2.648,5.57367100,7.10741197,10.07074823,73.40678646,79.44420479,77.97741764
11391,Li2Co(Si2O5)2,2.6212,9.98392100,6.94435200,14.86217615,66.33691698,90.00000000,90.00000000
11392,Li2VF4,2.6491999999999996,6.19203700,5.38217700,11.04075237,65.80322422,90.00000000,90.00000000
11393,Li2Fe3P9O28,2.6415,7.10128200,9.03706868,9.25100591,111.43961868,109.30381534,98.43862567
11394,Li2Co2(SiO3)3,2.652,7.23080800,10.56842800,12.18872943,69.57047919,90.00000000,90.00000000
11395,Li2Co2(SiO3)3,2.6215,7.12023000,10.07637900,12.53914000,90.00000000,90.00000000,90.00000000
11396,Li5V(P2O7)2,2.6614,7.08615000,8.82705643,9.14088133,76.96319214,77.47007229,69.68297100
11397,LiFe2P5O16,2.6435000000000004,9.44866300,7.55536600,10.35461576,68.32154861,90.00000000,90.00000000
11398,Li2CrSiO4,2.6301000000000005,5.39829400,10.23588600,14.07890800,90.00000000,90.00000000,90.00000000
11399,LiFeSiO4,2.6304,5.26662300,5.97150900,11.35990600,90.00000000,90.00000000,90.00000000
11400,Li2MnF6,2.63,6.81025300,6.81025300,7.75365996,86.96720600,86.96720600,134.38253516
11401,Li3Co3OF7,2.637,6.06955524,6.07247105,10.53379645,73.31468314,89.85157122,119.82766694
11402,LiFe(PO3)4,2.6503,8.99082940,8.99082940,9.96470854,58.98368769,58.98368769,49.49209477
11403,Li3AgF4,2.6448,8.85312800,8.91054954,11.06890439,99.48709964,97.80424923,104.32696291
11404,LiNi5O3F5,2.6608,6.04847327,6.04748445,10.58730964,106.51590022,73.48626348,119.97103549
11405,LiFe2OF3,2.6416,6.30506800,5.23378200,10.64647678,87.61159241,90.00000000,90.00000000
11406,LiV2F7,2.6585,5.40283400,7.45877800,11.71867000,90.00000000,90.00000000,90.00000000
11407,Bi14SO24,2.6584000000000003,10.66882874,10.66882874,8.80437110,65.61305492,65.61305492,108.43114749
11408,Li6Mn(FeO3)2,2.6303000000000005,3.29718527,14.76558411,6.07152945,84.31953259,105.71597572,96.46617747
11409,Li2V(CO3)2,2.6298,7.92449608,7.92449608,9.04340563,73.72587081,73.72587081,106.78239550
11410,VOF3,2.6510000000000002,7.06529991,7.06529991,4.65098690,71.51037298,71.51037298,39.12859484
11411,Li8TeO6,2.6376,6.22537268,6.22537268,6.22537315,53.53404982,53.53404982,53.53404456
11412,Li2VF4,2.6513,6.01107300,9.03566400,12.24803000,90.00000000,90.00000000,90.00000000
11413,Hg(ClO3)2,2.6231999999999998,5.61723700,5.83140400,9.44858613,79.14355524,90.00000000,90.00000000
11414,Li14V9(P2O7)8,2.6485999999999996,10.87005716,9.76494458,12.98219736,69.42382497,116.77764351,107.91085067
11415,LiSn4(PO4)3,2.6351999999999998,8.00524000,8.65205111,9.88747331,97.56759778,109.05155367,96.73127157
11416,Li2VOF4,2.6315,5.42919500,7.22568900,9.62198000,90.00000000,90.00000000,90.00000000
11417,LiVSiO4,2.6415999999999995,5.15732400,10.31523200,13.70664400,90.00000000,90.00000000,90.00000000
11418,Li12VFe3P4(CO7)4,2.6577,6.53275700,8.49464400,10.05787686,84.81626407,90.00000000,90.00000000
11419,Li3CrPCO7,2.6518,6.48960000,9.53971700,9.98049137,63.71477352,90.00000000,90.00000000
11420,Li7Ti12NbO30,2.6264000000000003,23.75377501,23.75377501,23.75377473,12.42428854,12.42428854,12.42429009
11421,LiV2F7,2.658,4.91413576,4.91413576,10.64925904,82.67544198,82.67544198,82.69340614
11422,Li2Mn2Si4O11,2.6252,7.05472500,7.64342850,8.95261627,100.05929007,100.85309130,104.11133149
11423,Li2FeBO4,2.635,5.11862700,4.81881300,7.83387491,52.28323310,90.00000000,90.00000000
11424,SbBrO,2.6377,11.63302400,8.45548200,9.75269264,77.61731502,90.00000000,90.00000000
11425,Ba2YI7,2.638,15.26648300,9.45408100,17.73307268,59.21060072,90.00000000,90.00000000
11426,SiBi2O5,2.6263999999999994,3.90032300,10.87613700,11.11020800,90.00000000,90.00000000,90.00000000
11427,Nd3SbO7,2.6267000000000005,6.69528107,6.69528107,7.77022300,90.00000000,90.00000000,109.61081526
11428,NbAsO4,2.6584000000000003,5.06308600,5.57787200,12.05635500,90.00000000,90.00000000,90.00000000
11429,Li3V(BO2)5,2.6278999999999995,6.96062600,7.19659844,9.40065525,81.38783857,110.23288208,118.04188009
11430,La2Ti3O9,2.6214999999999997,7.49684000,7.96320700,14.70064800,90.00000000,90.00000000,90.00000000
11431,Li3Al2FeO6,2.6366,5.11509004,8.65891400,9.62568941,90.00000000,100.98650881,90.00000000
11432,Mg3(AsO4)2,2.6427000000000005,6.48700979,6.48700979,8.30616400,90.00000000,90.00000000,123.70190783
11433,LiSbO3,2.6387,5.30931463,5.30931463,5.37719852,78.53274472,78.53274472,119.27521787
11434,LuTa3O9,2.6285,6.43588500,7.62050400,12.61096000,90.00000000,90.00000000,90.00000000
11435,Na3CrSiCO7,2.6433,5.26792788,11.12270464,11.12241205,106.60422838,91.75371490,88.24810077
11436,VBO4,2.6343,7.60245200,7.83329510,8.66625227,107.52126440,96.18452731,112.86450617
11437,LaMgI5,2.6292999999999997,12.29427100,10.96242500,12.61272624,77.86115525,90.00000000,90.00000000
11438,In2WO6,2.634,5.00392700,9.09453300,10.28417200,90.00000000,90.00000000,90.00000000
11439,Li3Al2FeO6,2.6472,5.34768900,5.85778854,7.82028684,90.78144548,98.55855679,90.23326098
11440,KTiPCO7,2.6381,6.41377600,5.63453800,9.85624559,88.72022284,90.00000000,90.00000000
11441,ErTa3O9,2.6546000000000003,6.47126600,7.63995100,12.61082700,90.00000000,90.00000000,90.00000000
11442,K2TeO4,2.6294,8.32225200,6.38847600,12.13219344,63.95424918,90.00000000,90.00000000
11443,K3CrPCO7,2.6411,9.94343236,6.80709900,5.73324512,89.99848373,88.62955287,90.00328154
11444,Li6Mn5Fe(BO3)6,2.6426,8.85269720,8.85269720,8.27335546,62.25567999,62.25567999,42.18803021
11445,Li3Mn2Fe(BO3)3,2.6337,6.33997600,8.25706000,8.27033712,60.12403300,90.00000000,90.00000000
11446,Ni4P2O9,2.6306,6.34730300,8.46451800,13.26822800,90.00000000,90.00000000,90.00000000
11447,CsAsO3,2.6313999999999997,5.46077000,5.93704700,12.59463300,90.00000000,90.00000000,90.00000000
11448,SrLi4NiO4,2.6358000000000006,5.16963800,9.59320600,17.87890200,90.00000000,90.00000000,90.00000000
11449,Li3LaNiO4,2.6254,10.28679858,10.28679858,10.28679858,112.98396339,112.98396339,102.65342056
11450,Ba3(YI6)2,2.6277,13.84487000,14.51142600,20.59209211,47.89722001,90.00000000,90.00000000
11451,LiFe2F5,2.6361999999999997,6.91209700,6.34362300,8.94423887,84.29267104,90.00000000,90.00000000
11452,LiFeF4,2.6302,8.61416500,8.67545500,8.81932000,90.00000000,90.00000000,90.00000000
11453,Li6AlFeO6,2.6554,5.40786706,9.36257997,9.78452429,89.99660567,89.97225290,90.00699097
11454,LiVF4,2.6607,5.11541700,5.17223822,5.18788144,92.27351509,103.29759683,90.42189269
11455,Na6Ti2O7,2.6293,8.47832027,8.47832027,11.17925652,76.90981353,76.90981353,72.32009374
11456,Li3Mn2Fe(BO3)3,2.6271,6.34106400,8.25338400,8.26642585,60.12689225,90.00000000,90.00000000
11457,LiFeBO3,2.6242,3.16103000,14.46426305,14.47145303,60.07779474,89.20958636,89.28442305
11458,Cs3NO4,2.6236999999999995,10.88635000,11.05329400,11.93213700,90.00000000,90.00000000,90.00000000
11459,Li3Mn2Fe(BO3)3,2.6480999999999995,3.17341800,8.27087400,14.32463868,89.83599972,90.00000000,90.00000000
11460,ZnTe2O5,2.6398,8.65333900,9.11250600,12.35937800,90.00000000,90.00000000,90.00000000
11461,MgGeN2,2.6376,5.22588700,5.55121900,6.66769800,90.00000000,90.00000000,90.00000000
11462,Li3Mn2Fe(BO3)3,2.6595999999999997,3.17140800,8.27475800,14.30438183,89.96394676,90.00000000,90.00000000
11463,Li3Mn2Fe(BO3)3,2.6543,3.16968200,8.25024300,14.31506263,89.95389941,90.00000000,90.00000000
11464,Li8Mn(O2F)2,2.6208,6.12729375,8.41440431,11.16292268,90.22913591,90.59018657,80.69802864
11465,Li3Mn2Fe(BO3)3,2.6466000000000003,3.17449400,8.26180900,14.29065134,89.95532415,90.00000000,90.00000000
11466,Li3Mn2Fe(BO3)3,2.6582,3.17052300,8.25393200,14.31657373,89.93673543,90.00000000,90.00000000
11467,LiCr(SO4)2,2.6548,8.99992100,9.15917000,13.67035834,89.67029413,90.00000000,90.00000000
11468,Al2(SeO4)3,2.6467,8.70960900,8.78209300,12.20260000,90.00000000,90.00000000,90.00000000
11469,Li2MnFe(BO3)2,2.6393999999999997,6.31255700,8.26073100,8.26888446,60.03978293,90.00000000,90.00000000
11470,LiCo3OF5,2.6376,6.02539300,6.17287128,6.18596290,92.31214811,91.39414872,92.21886546
11471,LiVSiO4,2.6449,10.25953655,10.25953655,16.50960116,82.14979853,82.14979853,58.74946838
11472,AsS2NF6,2.6462000000000003,5.86868010,5.86868010,5.45920759,88.00347488,88.00347488,70.19728216
11473,W(SO4)2,2.6262999999999996,9.23975800,9.39351700,13.79438300,90.00000000,90.00000000,90.00000000
11474,Li7Fe(O2F)2,2.6244,5.52704745,5.93716793,10.12060988,84.50641169,76.15218507,118.23215149
11475,Li2Fe(SiO3)2,2.6241000000000003,7.18892200,9.89052000,10.28429400,90.00000000,90.00000000,90.00000000
11476,Mg3TcH7,2.6427000000000005,4.84094581,4.84094581,10.53720600,90.00000000,90.00000000,119.99999746
11477,BaBSbS4,2.6604000000000005,6.26393900,9.95329100,11.89801700,90.00000000,90.00000000,90.00000000
11478,LiFeSiO4,2.6311,5.01936500,6.07637700,11.30198900,90.00000000,90.00000000,90.00000000
11479,Nb3Fe(PO4)6,2.6412,8.98225683,8.98225683,8.98225713,58.55029566,58.55029566,58.55029847
11480,Na3H7Os,2.6315,9.59847600,9.59847600,5.31497100,90.00000000,90.00000000,90.00000000
11481,Li6MoN4,2.6301999999999994,6.69689700,6.69689700,4.93570800,90.00000000,90.00000000,90.00000000
11482,BaLa2PtO5,2.6407999999999996,6.94666000,6.94666000,6.00320900,90.00000000,90.00000000,90.00000000
11483,Ho2S3,2.6342,7.31652371,7.31652371,7.31652421,56.00861258,56.00861258,56.00860645
11484,Tb2Be2O5,2.6331999999999995,3.61546700,3.61546700,6.79944400,90.00000000,90.00000000,90.00000000
11485,B2(CN2)3,2.631499999999999,4.87134800,6.71425991,8.71649795,91.00049257,90.22678453,101.40209138
11486,Rb2TlInCl6,2.6353,7.90360968,7.90360968,7.90360968,60.00000000,60.00000000,60.00000000
11487,ScClO,2.6315,4.32072100,4.32072100,5.64459200,90.00000000,90.00000000,90.00000000
11488,BaSbF7,2.6294,10.04491200,5.73038800,10.50314813,87.44612146,90.00000000,90.00000000
11489,MgVF4,2.6407000000000003,5.13571200,5.53689572,5.81589142,109.61827765,108.29009055,90.98592301
11490,Mg3Si3(MoO6)2,2.6543,10.44834708,10.44834708,10.44834708,109.47122063,109.47122063,109.47122063
11491,Ca3Ge3(BiO6)2,2.6373999999999995,11.37363980,11.37363980,11.37363980,109.47122063,109.47122063,109.47122063
11492,Mg3Sn3(AsO4)4,2.6539999999999995,5.54763400,9.18492400,17.80994659,59.31280639,90.00000000,90.00000000
11493,Zn2NiWO6,2.6287000000000003,5.40344600,5.44218556,5.80802112,64.00579946,69.84084467,75.84916084
11494,CaCr2O7,2.6361,7.14168200,6.90379700,8.14598261,70.79494269,90.00000000,90.00000000
11495,Mg2Ti3O8,2.6528,5.95508534,5.95508534,9.50825500,90.00000000,90.00000000,119.99999271
11496,VZnBiO5,2.6388000000000003,5.66391900,10.95993500,15.31204600,90.00000000,90.00000000,90.00000000
11497,Mg3Ta6(FeO6)4,2.6540999999999997,7.03800000,8.26082090,10.24519908,106.25151663,103.20848364,102.57923952
11498,CaNiP2WO9,2.638,6.62314800,7.65522500,14.42704500,90.00000000,90.00000000,90.00000000
11499,Mn3Zn(P2O7)2,2.6424000000000003,7.54191500,7.52957900,9.90218227,66.56602460,90.00000000,90.00000000
11500,AlGaN2,2.6691000000000003,3.16418100,3.16418100,4.46733100,90.00000000,90.00000000,90.00000000
11501,Na2CoP2O7,2.672,8.68771665,10.44959901,8.68418476,82.48989774,73.87872410,97.62534061
11502,Re2O7,2.6752000000000002,5.55836400,12.74065800,15.56604400,90.00000000,90.00000000,90.00000000
